Reading No,Time,Type,Duration,Units,Sequence,Res,EScale,Shape Time,SAMPLE,LOCATION,INSPECTOR,MISC,NOTE,Flags,Mo,Mo Error,Mo CPS/ua,Zr,Zr Error,Zr CPS/ua,Sr,Sr Error,Sr CPS/ua,U,U Error,U CPS/ua,Rb,Rb Error,Rb CPS/ua,Th,Th Error,Th CPS/ua,Pb,Pb Error,Pb CPS/ua,Au,Au Error,Au CPS/ua,Se,Se Error,Se CPS/ua,As,As Error,As CPS/ua,Hg,Hg Error,Hg CPS/ua,Zn,Zn Error,Zn CPS/ua,W,W Error,W CPS/ua,Cu,Cu Error,Cu CPS/ua,Ni,Ni Error,Ni CPS/ua,Co,Co Error,Co CPS/ua,Fe,Fe Error,Fe CPS/ua,Mn,Mn Error,Mn CPS/ua,Cr,Cr Error,Cr CPS/ua,V,V Error,V CPS/ua,Ti,Ti Error,Ti CPS/ua,Sc,Sc Error,Sc CPS/ua,Ca,Ca Error,Ca CPS/ua,K,K Error,K CPS/ua,S,S Error,S CPS/ua,Ba,Ba Error,Ba CPS/ua,Cs,Cs Error,Cs CPS/ua,Te,Te Error,Te CPS/ua,Sb,Sb Error,Sb CPS/ua,Sn,Sn Error,Sn CPS/ua,Cd,Cd Error,Cd CPS/ua,Ag,Ag Error,Ag CPS/ua,Pd,Pd Error,Pd CPS/ua,Bal,Bal Error,Bal CPS/ua,Nb,Nb Error,Nb CPS/ua,Bi,Bi Error,Bi CPS/ua,Re,Re Error,Re CPS/ua,Ta,Ta Error,Ta CPS/ua,Hf,Hf Error,Hf CPS/ua,Al,Al Error,Al CPS/ua,P,P Error,P CPS/ua,Si,Si Error,Si CPS/ua,Cl,Cl Error,Cl CPS/ua,Mg,Mg Error,Mg CPS/ua
211,10/11/2016 14:44,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,<LOD,3.84,0,12.57,4.97,0,1071,11.21,0,<LOD,7.72,0,7.66,1.4,0,<LOD,4.36,0,<LOD,5.85,0,<LOD,5.24,0,4.27,2.59,0,<LOD,4.09,0,<LOD,10.46,0,19.86,7.54,0,<LOD,46.5,0,<LOD,21.63,0,82.97,21.34,0,69.58,33.05,0,1595.64,68.43,0,705.98,62.23,0,<LOD,11.88,0,<LOD,16.7,0,712.28,105.29,0,<LOD,256.27,0,430997.28,2459.41,0,5198,297.58,0,721.46,85.73,0,613.54,34.23,0,115.33,7.36,0,162.02,22.04,0,55.22,10.78,0,39.1,7.05,0,22.58,8.12,0,12.22,5.3,0,<LOD,10.22,0,512192.91,2293.47,0,2.79,1.84,0,<LOD,5.91,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,9825.95,862.1,0,<LOD,211.56,0,32270.15,515.9,0,511.25,30.38,0,5915.05,3839.59,0
212,10/11/2016 14:48,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,<LOD,4.02,0,114.86,5.26,0,628.35,8.65,0,<LOD,7.51,0,29.93,2.05,0,21.48,3.83,0,7.04,4.11,0,<LOD,5.16,0,<LOD,3.77,0,<LOD,4.57,0,<LOD,10.56,0,118,11.29,0,<LOD,46.73,0,<LOD,21.64,0,74.75,21.51,0,90.33,41.4,0,3272.81,92.28,0,502.81,56.76,0,<LOD,7.97,0,31.3,10.07,0,864.22,67.96,0,<LOD,118.75,0,268170.31,1772.37,0,7165.44,184.77,0,2754.83,92.49,0,806.61,37.07,0,138.18,7.79,0,237.62,23.8,0,78.73,11.55,0,42.17,7.37,0,31.92,8.63,0,11.58,5.49,0,<LOD,10.94,0,624805.94,1975.5,0,11.23,2.07,0,24.58,5.9,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,26050.55,841.53,0,<LOD,190.69,0,60009.42,630.9,0,391.52,28.18,0,4707.8,2470.43,0
213,10/11/2016 14:52,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,<LOD,3.88,0,19.69,5.46,0,1251.91,12.31,0,<LOD,7.83,0,6.47,1.41,0,<LOD,4.65,0,6.86,4.17,0,<LOD,5.49,0,<LOD,3.88,0,<LOD,4.61,0,<LOD,11.17,0,14.63,7.57,0,<LOD,49.12,0,22.74,14.88,0,82.67,21.9,0,77.11,39.39,0,2745.88,87.04,0,740.6,64.64,0,<LOD,11.45,0,<LOD,16.58,0,734.51,103.03,0,<LOD,238.33,0,419503.41,2436.57,0,3635.64,265.25,0,2370.62,99.76,0,658.02,35.69,0,113.97,7.59,0,171.56,22.85,0,65.71,11.27,0,33.84,7.18,0,21.13,8.34,0,13.37,5.5,0,<LOD,10.7,0,515109.59,2321.6,0,<LOD,2.8,0,<LOD,6.15,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,7500.55,815.02,0,<LOD,210.63,0,38144.44,549.12,0,309.65,28.45,0,8423.13,3840.82,0
214,10/11/2016 14:57,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,<LOD,3.92,0,13.03,5.23,0,1151.41,11.87,0,<LOD,7.67,0,6.02,2.16,0,<LOD,4.19,0,<LOD,6.02,0,<LOD,5.39,0,<LOD,3.92,0,<LOD,4.54,0,<LOD,10.99,0,15.16,7.5,0,<LOD,47.39,0,<LOD,22.05,0,73.62,21.77,0,80.77,35.2,0,1797.92,73.51,0,795.62,66.12,0,<LOD,11.7,0,<LOD,14.77,0,690.63,107.57,0,<LOD,253.56,0,438266.38,2533.09,0,2296.28,265.15,0,1345.59,91.47,0,626.57,34.99,0,118.75,7.53,0,182.3,22.71,0,58.78,11.03,0,30.25,7.04,0,22.17,8.26,0,16.61,5.54,0,10.86,7.17,0,520281.69,2272.01,0,<LOD,2.79,0,<LOD,5.63,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,4624.72,774.34,0,<LOD,214.24,0,28773.17,491.67,0,351.02,28.76,0,<LOD,9182.64,0
215,10/11/2016 14:59,TestAll Geo,89.21,ppm,Final,,,,,,,,,-8mm ,<LOD,300000,0,<LOD,5.86,0,981.42,13.17,0,<LOD,300000,0,4.43,1.37,0,<LOD,300000,0,<LOD,300000,0,<LOD,300000,0,<LOD,300000,0,<LOD,300000,0,<LOD,300000,0,<LOD,300000,0,<LOD,300000,0,<LOD,300000,0,<LOD,300000,0,<LOD,300000,0,3351.6,120.68,0,748.7,102.65,0,<LOD,10.29,0,<LOD,14.54,0,642.87,102.41,0,<LOD,210.18,0,414003.88,2478.09,0,2470.63,226.5,0,2031.24,601.97,0,634.08,38.58,0,128.38,8.36,0,201.33,25.28,0,71.49,12.36,0,35.95,7.87,0,21.69,9.09,0,16.2,6.09,0,13.33,8.01,0,578484.88,2101.74,0,<LOD,3.29,0,<LOD,6.31,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,,,,,,,,,,,,,,,
216,10/11/2016 15:03,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,<LOD,3.94,0,11.77,5.29,0,1161.67,12.02,0,<LOD,7.76,0,4.68,2.14,0,<LOD,4.56,0,<LOD,5.76,0,<LOD,5.33,0,<LOD,3.95,0,<LOD,4.38,0,<LOD,11.04,0,18.46,7.77,0,<LOD,47.98,0,29.67,15.5,0,70.63,22.12,0,<LOD,57.07,0,2517.59,85.07,0,738.57,65.12,0,<LOD,10.73,0,<LOD,15.22,0,682.62,102.6,0,<LOD,224.05,0,420410.09,2466.84,0,2587.82,240.23,0,3795.69,111.34,0,659.47,36.95,0,135.78,8.01,0,202.94,24.09,0,66.42,11.71,0,37.67,7.5,0,27.46,8.79,0,8.61,5.56,0,<LOD,11.1,0,525470.38,2293.47,0,<LOD,2.83,0,<LOD,6.11,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,4384.49,759.94,0,<LOD,215.23,0,33124.41,517.68,0,448.68,29.35,0,<LOD,5664.32,0
217,10/11/2016 15:07,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,<LOD,3.84,0,10.46,5.21,0,1181.37,11.89,0,<LOD,7.66,0,5.67,2.14,0,6.1,3.12,0,<LOD,5.87,0,5.66,3.66,0,<LOD,3.97,0,<LOD,4.14,0,<LOD,10.91,0,22.11,7.81,0,<LOD,48.29,0,<LOD,21.47,0,90.48,21.79,0,66.43,33.69,0,1668.37,70.28,0,658.28,61.79,0,<LOD,11.38,0,<LOD,15.96,0,693.7,101.23,0,<LOD,241.39,0,424829.81,2431.36,0,2790.06,258.33,0,1707.65,93.73,0,637.21,35.05,0,120.04,7.53,0,153.8,22.34,0,53.15,10.95,0,34.17,7.09,0,24.99,8.32,0,13.24,5.43,0,<LOD,10.68,0,515433.09,2299.79,0,3.74,1.88,0,<LOD,7.43,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,5632.14,783.7,0,<LOD,207.72,0,36990.91,540.18,0,359.83,28.64,0,8610.2,3833.41,0
218,10/11/2016 15:10,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,<LOD,3.83,0,30.13,5.07,0,1073.62,11.01,0,<LOD,7.73,0,9.55,1.44,0,5.52,3.01,0,<LOD,5.79,0,<LOD,5.17,0,<LOD,3.68,0,<LOD,4.22,0,<LOD,10.46,0,27.41,7.71,0,<LOD,45.29,0,30.2,14.26,0,98.7,21.06,0,<LOD,59.57,0,3367.18,91.72,0,748.98,62.61,0,<LOD,12.77,0,<LOD,19.78,0,875.88,101.52,0,<LOD,254.03,0,410612.59,2331.06,0,4854.41,293.07,0,1408.77,91.04,0,589.47,32.31,0,100.87,6.9,0,140.46,20.64,0,45.11,10.07,0,27.65,6.49,0,17.86,7.59,0,7.91,4.89,0,<LOD,9.61,0,507690.19,2266.65,0,3.87,1.82,0,<LOD,6.99,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,8622.61,829.63,0,<LOD,218.36,0,51825.21,624.7,0,234.8,27.92,0,9546.75,3818.17,0
219,10/11/2016 15:14,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,<LOD,3.9,0,11.13,5.06,0,1087.32,11.47,0,<LOD,7.66,0,2.84,1.24,0,<LOD,4.13,0,<LOD,5.83,0,<LOD,5.29,0,<LOD,3.75,0,<LOD,4.28,0,<LOD,11.2,0,20.76,7.79,0,<LOD,48.07,0,<LOD,21.7,0,78.59,21.76,0,<LOD,60.07,0,3025.5,90.87,0,851.28,67.61,0,<LOD,11.88,0,<LOD,15.27,0,738.93,109.05,0,<LOD,260.14,0,445449.41,2534.53,0,1752.93,265.12,0,3734.91,111.4,0,630.25,35.43,0,121.93,7.64,0,171.12,22.84,0,56.37,11.14,0,37.11,7.24,0,24.67,8.42,0,14.28,5.54,0,15.18,7.42,0,507744.78,2328.32,0,<LOD,2.77,0,<LOD,5.55,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,3390.07,779.88,0,<LOD,205.49,0,23014.81,449.91,0,318.33,28.49,0,8476.62,4076.31,0
220,10/11/2016 15:17,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,<LOD,3.83,0,9.57,4.84,0,1006.8,10.94,0,<LOD,7.51,0,2.41,1.2,0,<LOD,4.38,0,<LOD,5.78,0,5.57,3.6,0,<LOD,3.72,0,<LOD,4.31,0,<LOD,11.08,0,26.55,7.97,0,<LOD,47.76,0,26.42,14.73,0,89.6,21.62,0,69.21,31.02,0,1179.63,61.65,0,787.25,65.11,0,<LOD,11.86,0,<LOD,16.66,0,789.72,110.68,0,<LOD,269.26,0,450018.34,2540.16,0,915.84,142.74,0,2279.71,100.08,0,624.18,34.15,0,106.68,7.27,0,168.73,22,0,52.78,10.68,0,30.89,6.86,0,20.38,8.02,0,<LOD,7.69,0,15.66,7.15,0,504284.25,2322.28,0,<LOD,2.59,0,<LOD,5.68,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,3596.22,787.64,0,<LOD,210.22,0,25248.84,468.34,0,297.96,28.48,0,8968.61,4091.63,0
221,10/11/2016 15:21,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,<LOD,3.92,0,9.66,4.91,0,985.85,11.07,0,<LOD,7.19,0,5.26,2.05,0,<LOD,4.53,0,7.11,4.21,0,<LOD,5.27,0,<LOD,3.95,0,<LOD,4.42,0,<LOD,10.99,0,22.32,7.93,0,<LOD,48.45,0,<LOD,22.11,0,82.23,22.28,0,62.81,31.61,0,1188.95,63.19,0,734.05,65.17,0,<LOD,10.73,0,<LOD,14.82,0,809.02,109.07,0,<LOD,239.41,0,438866.81,2547.06,0,1861.44,246.86,0,1277.54,91.01,0,668.78,36.45,0,129.05,7.84,0,187.33,23.5,0,67.38,11.53,0,35.47,7.35,0,26.17,8.62,0,13.58,5.63,0,<LOD,11.07,0,516929.56,2332.77,0,<LOD,2.65,0,<LOD,5.97,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,3806.13,769.91,0,<LOD,205.6,0,24507.23,463.21,0,481.93,29.63,0,8970.4,3945.42,0
222,10/11/2016 15:24,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,<LOD,300000,0,39.55,6.1,0,888.17,18.35,0,<LOD,300000,0,19.8,2.8,0,<LOD,300000,0,<LOD,300000,0,<LOD,300000,0,<LOD,300000,0,<LOD,300000,0,<LOD,300000,0,79.4,21.84,0,<LOD,300000,0,<LOD,300000,0,<LOD,106.09,0,<LOD,300000,0,12031.77,328.72,0,823.19,157.64,0,13.63,3.1,0,14.7,4.93,0,1207.67,96.56,0,<LOD,61.3,0,325928.75,2877.4,0,2286.05,84.98,0,1013.4,117.77,0,872.56,61.28,0,150.8,12.89,0,195.88,38.03,0,85.11,18.99,0,46.55,12.14,0,29.5,14.02,0,15.12,9.16,0,<LOD,16.7,0,578519.56,3262.76,0,<LOD,4.52,0,<LOD,15.21,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,10484.45,955.04,0,<LOD,268.99,0,59560.7,788.54,0,87.03,42.18,0,<LOD,5767.73,0
223,10/11/2016 15:28,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,<LOD,3.86,0,7.88,5.24,0,1191.37,12.02,0,<LOD,7.8,0,4.1,1.32,0,4.67,3.07,0,<LOD,5.82,0,<LOD,5.27,0,<LOD,3.79,0,4.91,2.98,0,<LOD,11.1,0,21.14,7.87,0,<LOD,48.9,0,<LOD,21.86,0,69.87,21.65,0,<LOD,50.67,0,1748.63,72.21,0,688.22,62.88,0,<LOD,10.99,0,<LOD,15.61,0,723.16,105.7,0,<LOD,241.98,0,435775.56,2495.42,0,2279.63,253.85,0,1091.4,89.3,0,646.84,35.55,0,115.9,7.6,0,174.46,22.86,0,61.55,11.21,0,37.17,7.23,0,26.61,8.46,0,14.13,5.52,0,<LOD,10.59,0,515275.31,2307.81,0,<LOD,2.03,0,<LOD,7.44,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,4401.59,778.18,0,<LOD,212.58,0,29973.98,500.31,0,395.16,29.17,0,6823.24,3889.59,0
224,10/11/2016 15:33,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,<LOD,3.83,0,7.96,5.11,0,1146.27,11.7,0,<LOD,7.65,0,3.45,1.27,0,<LOD,4.19,0,<LOD,6,0,5.92,3.7,0,4.93,2.71,0,<LOD,4.49,0,<LOD,11.08,0,16.12,7.54,0,<LOD,48.6,0,<LOD,20.94,0,82.62,21.64,0,79.31,40.72,0,3116.33,91.22,0,737.3,64,0,<LOD,12.07,0,<LOD,16.67,0,781.05,110.82,0,<LOD,271.61,0,451817.13,2542.89,0,2081.93,278.99,0,3335.88,109.53,0,601.28,34.34,0,110.92,7.38,0,142.19,21.91,0,60.32,10.9,0,32.15,6.97,0,16.46,8.02,0,11.91,5.32,0,<LOD,10.56,0,502278.41,2328.48,0,<LOD,2.76,0,<LOD,5.44,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,3643.79,800.98,0,<LOD,210.85,0,23156.37,455.31,0,507.76,30.54,0,7242.96,4144.38,0
225,10/11/2016 15:37,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,<LOD,3.94,0,11.9,5.21,0,1114.94,11.81,0,<LOD,7.77,0,4.86,1.35,0,<LOD,4.4,0,6.88,4.18,0,<LOD,5.33,0,<LOD,3.78,0,<LOD,4.49,0,<LOD,11.14,0,34.79,8.59,0,<LOD,49.47,0,<LOD,22.53,0,81.8,22.29,0,54.95,34.84,0,1810.35,74.3,0,679,63.62,0,<LOD,11.3,0,<LOD,16.07,0,827.2,105.78,0,<LOD,237.55,0,427760.88,2508.21,0,3269.74,261.06,0,1312.89,91.12,0,613.8,35.24,0,113,7.57,0,151.72,22.55,0,59.29,11.15,0,30.91,7.1,0,19.98,8.29,0,9,5.35,0,<LOD,10.52,0,520648.72,2326.21,0,<LOD,2.84,0,<LOD,5.98,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,5909.93,792.36,0,<LOD,212.5,0,30716.12,505.68,0,377.97,29,0,6223.73,3813.06,0
226,10/11/2016 15:40,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,<LOD,300000,0,119.77,4.16,0,317.85,6.57,0,<LOD,300000,0,75.62,3.13,0,<LOD,300000,0,<LOD,300000,0,<LOD,300000,0,<LOD,300000,0,<LOD,6.51,0,<LOD,300000,0,89.75,13.59,0,<LOD,300000,0,<LOD,300000,0,<LOD,300000,0,<LOD,300000,0,10494.12,206.99,0,<LOD,300000,0,32.2,4.53,0,108.1,9.9,0,1358.22,29.03,0,35.22,16.85,0,40893.02,624.94,0,20839.88,297.6,0,4642.44,93.78,0,1047.72,40.52,0,163.23,8.25,0,241.67,24.79,0,88.11,12.14,0,52.5,7.85,0,29.01,8.91,0,14.13,5.81,0,<LOD,11.24,0,642995.94,2217.37,0,14.43,2.24,0,42.05,7.31,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,68681.86,1022.29,0,732,132.5,0,201862.44,1312.39,0,<LOD,36.94,0,4763.73,1448.28,0
227,10/11/2016 15:44,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,3.93,2.57,0,11.39,5.06,0,1130.27,11.49,0,<LOD,7.89,0,10.64,1.51,0,<LOD,4.51,0,<LOD,5.64,0,7.29,3.68,0,<LOD,3.85,0,<LOD,4.24,0,<LOD,10.62,0,13.43,7.27,0,<LOD,46.88,0,<LOD,21.61,0,80.22,21.24,0,<LOD,55.21,0,2631.5,83.89,0,743.34,63.74,0,<LOD,12.08,0,<LOD,16.99,0,768.84,99.17,0,<LOD,237.34,0,407111.13,2366.33,0,6454.81,293.66,0,1283.06,90.09,0,650.09,34.82,0,119.44,7.45,0,175.98,22.39,0,56.06,10.87,0,34.33,7.03,0,18.12,8.08,0,15.68,5.45,0,<LOD,10.43,0,524004.81,2261.96,0,3.24,1.85,0,<LOD,5.98,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,12689.46,878.01,0,<LOD,219.82,0,38984.05,555.23,0,311.25,28.73,0,5535.95,3673.5,0
228,10/11/2016 15:48,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,<LOD,300000,0,7.36,3.73,0,781.03,11.82,0,<LOD,300000,0,6.34,1.49,0,<LOD,300000,0,16.53,5.74,0,<LOD,12.55,0,<LOD,300000,0,<LOD,7.27,0,<LOD,300000,0,<LOD,300000,0,<LOD,300000,0,<LOD,300000,0,<LOD,300000,0,<LOD,300000,0,18417.23,289.71,0,655.41,107.46,0,85.42,44.74,0,<LOD,52.97,0,770.39,188.19,0,<LOD,220.62,0,413962.19,2537.55,0,2464.07,237.6,0,21516.71,222.6,0,6126.91,72.7,0,141.08,8.53,0,150.06,24.55,0,46.09,11.89,0,30.46,7.75,0,18.91,9.02,0,<LOD,8.57,0,<LOD,11.92,0,503038.63,2543.33,0,3.69,2.05,0,<LOD,6.88,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,5975.95,864.37,0,<LOD,218.62,0,20569.79,434.81,0,802.52,33.13,0,<LOD,6701.35,0
229,10/11/2016 15:51,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,<LOD,3.8,0,7.71,4.9,0,1059.72,11.16,0,<LOD,7.13,0,6.78,2.07,0,<LOD,4.34,0,<LOD,5.67,0,<LOD,5.13,0,<LOD,3.67,0,<LOD,4.02,0,<LOD,10.81,0,19.46,7.61,0,<LOD,47.71,0,<LOD,20.7,0,63.42,20.95,0,60.81,32.25,0,1490.38,66.76,0,726.91,63.21,0,<LOD,12.03,0,<LOD,15.92,0,760.79,110.48,0,<LOD,272.53,0,449393.34,2532.45,0,3019.44,291.31,0,1094.89,88.99,0,630.85,34.76,0,120.67,7.48,0,158.71,22.24,0,44.77,10.73,0,30.67,6.98,0,20.64,8.16,0,13.21,5.39,0,<LOD,10.41,0,510536.66,2283.97,0,<LOD,2.92,0,<LOD,5.77,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,4714.91,794.03,0,<LOD,209.66,0,21136.92,436.2,0,363.94,28.8,0,6627.77,3972.85,0
230,10/11/2016 15:55,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,<LOD,3.89,0,156.68,5.02,0,457.37,6.87,0,9.32,5.65,0,83.08,2.93,0,37.57,4.41,0,42.58,5.74,0,<LOD,4.79,0,<LOD,3.49,0,20.65,4.5,0,<LOD,9.63,0,138.83,10.98,0,<LOD,42.47,0,42.42,13.47,0,115.6,20.16,0,154.86,82.53,0,27901.76,304.77,0,289.01,49.21,0,95.81,10.2,0,230.15,22.09,0,3052.98,65.67,0,<LOD,67.6,0,74704.23,900.69,0,23954.95,343.31,0,23589.38,205.26,0,680.41,30.08,0,91.41,6.22,0,121.57,18.56,0,39.98,9.07,0,26.25,5.87,0,11.17,6.76,0,<LOD,6.56,0,<LOD,8.72,0,552988.06,2259.14,0,22.43,2.13,0,46.1,6.9,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,77552.86,1172.19,0,689.01,139.16,0,206420.27,1137.48,0,<LOD,34.7,0,6799.05,1956.16,0
231,10/11/2016 15:59,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,<LOD,300000,0,6.78,3.84,0,867.25,12.5,0,<LOD,300000,0,7.93,1.52,0,<LOD,300000,0,<LOD,300000,0,<LOD,300000,0,<LOD,300000,0,<LOD,300000,0,<LOD,300000,0,<LOD,15.28,0,<LOD,300000,0,<LOD,300000,0,<LOD,300000,0,<LOD,300000,0,2441.23,110.07,0,769.08,106.91,0,<LOD,9.13,0,<LOD,12.92,0,773.38,94.7,0,<LOD,164.44,0,381793.75,2401.71,0,3962.21,199.43,0,1248.46,90.89,0,700.62,40.41,0,148.24,8.77,0,210.94,26.22,0,85.35,13.01,0,49,8.38,0,31.4,9.64,0,18.56,6.38,0,<LOD,12.25,0,560984.69,2298.55,0,<LOD,3.01,0,<LOD,6.36,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,7330.46,765.7,0,<LOD,218.65,0,33599.14,523.92,0,375.9,29.91,0,6468.63,3469.96,0
232,10/11/2016 16:06,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,<LOD,3.84,0,7.86,5.08,0,1150.69,11.64,0,<LOD,7.64,0,2.39,1.22,0,<LOD,4.26,0,<LOD,5.77,0,<LOD,5.41,0,4.12,2.62,0,<LOD,4.28,0,13.64,7.5,0,12.89,7.28,0,<LOD,46.95,0,<LOD,21.51,0,81.87,21.33,0,<LOD,47.34,0,1467.31,66.5,0,753.69,63.76,0,<LOD,11.72,0,<LOD,16.42,0,758,113.2,0,<LOD,282.48,0,456309.69,2558.46,0,2082.19,289.78,0,1308.4,91.84,0,559.45,33.07,0,102.26,7.13,0,144.35,21.34,0,51.83,10.5,0,25.49,6.65,0,24.16,7.97,0,<LOD,7.53,0,<LOD,9.96,0,502728.34,2313.18,0,<LOD,2.72,0,<LOD,5.64,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,4861.8,814.21,0,<LOD,208.37,0,21012.48,438.32,0,335.45,28.92,0,7736.48,4095.12,0
233,10/11/2016 16:09,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,<LOD,4.05,0,67.3,5.41,0,888.91,10.62,0,<LOD,7.97,0,18.73,1.8,0,<LOD,4.94,0,31,5.77,0,<LOD,5.41,0,<LOD,4.03,0,11.39,4.37,0,<LOD,11.37,0,62.17,9.75,0,<LOD,49.03,0,<LOD,23.02,0,105.83,23.47,0,181.93,97.96,0,30150.13,363.84,0,603.64,64.75,0,130.03,34.76,0,31.18,16,0,1545.56,101.38,0,<LOD,198.68,0,337075.03,2156.62,0,6632.28,267.17,0,30280.29,261.89,0,737.33,37.43,0,131.2,7.94,0,217.46,24.14,0,78.52,11.84,0,42.21,7.57,0,32.44,8.86,0,17.09,5.8,0,<LOD,11.27,0,498556.22,2486.96,0,6.94,2.01,0,<LOD,6.85,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,17482.11,953.9,0,<LOD,230.51,0,64687,665.85,0,321.22,28.58,0,13464.49,4158.83,0
234,10/11/2016 16:13,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,<LOD,300000,0,<LOD,300000,0,895.13,12.33,0,<LOD,300000,0,2.47,1.26,0,<LOD,300000,0,<LOD,300000,0,<LOD,300000,0,<LOD,300000,0,<LOD,300000,0,<LOD,300000,0,<LOD,14.63,0,<LOD,300000,0,<LOD,300000,0,<LOD,300000,0,<LOD,300000,0,4554.09,137.02,0,705.81,100.69,0,<LOD,10.98,0,<LOD,15.03,0,736.97,105.27,0,<LOD,219.49,0,424447.31,2513.46,0,2897.93,240.38,0,4668.15,120,0,644.01,36.9,0,121.65,7.93,0,193.47,24.01,0,68.01,11.76,0,38.63,7.55,0,31,8.89,0,13.93,5.74,0,12.41,7.6,0,522803.84,2350.41,0,<LOD,3.16,0,<LOD,5.78,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,5121.4,796.11,0,<LOD,212.96,0,25931.97,477.44,0,380.67,29.46,0,7762.79,3971.45,0
235,10/11/2016 16:16,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,4.01,2.54,0,83.18,5,0,837.48,9.4,0,<LOD,7.93,0,42.26,2.21,0,8.16,3.14,0,9.64,4.06,0,<LOD,4.84,0,<LOD,3.48,0,8.14,3.15,0,<LOD,9.65,0,59.31,8.58,0,<LOD,41.9,0,<LOD,19.74,0,96.18,20.16,0,96.02,61.66,0,14420.8,219.6,0,531.9,55.78,0,103.7,29.2,0,129.85,19.55,0,1356.4,60.55,0,<LOD,159.63,0,251154.86,1689.21,0,11548.82,248.73,0,5891.63,112.72,0,637.03,30.89,0,101.19,6.52,0,140.18,19.49,0,44.48,9.49,0,36.04,6.26,0,15.03,7.11,0,7.51,4.61,0,<LOD,9.19,0,525957.13,2277.41,0,9.86,1.9,0,<LOD,7.62,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,48464.48,1120.7,0,<LOD,311.9,0,127889.95,892.9,0,95.34,25.51,0,10633.12,2730.97,0
